lsoa_code,dpi_score,dpi_z,lisa_I,lisa_p,lisa_class,gistar_z,gistar_p,gistar_class
E01035664,0.965,0.4182387123820898,0.06187473024999765,0.7,Not sig,0.5670807039673614,0.31,Not sig
E01035694,0.977,1.1132894999846763,0.8686378210406192,0.04,HH (hotspot),2.034704155190491,0.02,Hotspot (Gi*)
E01004259,0.954,-0.21889117625361443,0.045095930662861765,0.69,Not sig,-0.4855805268350261,0.72,Not sig
E01004267,0.977,1.1132894999846763,0.5659272337696425,0.07,Not sig,1.5287776277922986,0.08,Not sig
E01004297,0.984,1.5187357927528518,1.2509598992742752,0.02,HH (hotspot),2.071070026184758,0.01,Hotspot (Gi*)
E01004322,0.96,0.12863421754767881,0.11526733804097385,0.41,Not sig,0.9965555489814667,0.13,Not sig
E01032774,0.986,1.634577590686616,2.545608961994067,0.01,HH (hotspot),3.018930556326542,0.01,Hotspot (Gi*)
E01035659,0.982,1.4028939948190873,-0.049767659123682605,0.72,Not sig,1.3412864708612118,0.11,Not sig
E01035668,0.986,1.634577590686616,0.5731880560858456,0.1,Not sig,2.0671186740866463,0.01,Hotspot (Gi*)
E01004248,0.97,0.7078432072165008,0.33704634644388226,0.23,Not sig,0.7629254597718202,0.18,Not sig
E01004286,0.95,-0.4505747721211432,-0.6190597940985847,0.07,Not sig,0.807090743638624,0.22,Not sig
E01004228,0.955,-0.16097027728673222,0.0006046701439780152,0.98,Not sig,0.012156212268760147,0.62,Not sig
E01004219,0.984,1.5187357927528518,2.2955625903851615,0.01,HH (hotspot),3.332725129853485,0.01,Hotspot (Gi*)
E01004203,0.965,0.4182387123820898,0.11436171502510938,0.47,Not sig,0.7498727383593031,0.26,Not sig
E01032783,0.973,0.8816059041171475,1.0223333213778774,0.02,HH (hotspot),2.2566647790923797,0.01,Hotspot (Gi*)
E01004321,0.969,0.6499223082496186,0.7360997096968521,0.04,HH (hotspot),1.8595261476889668,0.04,Hotspot (Gi*)
E01004280,0.971,0.7657641061833831,1.112303362091602,0.05,Not sig,2.517516124119338,0.01,Hotspot (Gi*)
E01004307,0.985,1.576656691719734,1.3899898481845383,0.03,HH (hotspot),2.542763166403894,0.01,Hotspot (Gi*)
E01035670,0.952,-0.33473297418737885,-0.139998288115817,0.36,Not sig,-0.09154335084964582,0.55,Not sig
E01035705,0.986,1.634577590686616,1.0623484407510844,0.07,Not sig,2.1298163753172585,0.02,Hotspot (Gi*)
E01004249,0.96,0.12863421754767881,0.08111871108230229,0.61,Not sig,0.8067613003029229,0.28,Not sig
E01004208,0.986,1.634577590686616,0.5061257452849661,0.07,Not sig,2.0137677326840566,0.03,Hotspot (Gi*)
E01004221,0.98,1.2870521968853228,1.786960992962123,0.01,HH (hotspot),2.679301062233704,0.01,Hotspot (Gi*)
E01004309,0.968,0.5920014092827365,0.7447920874681505,0.06,Not sig,1.7635805181792121,0.04,Hotspot (Gi*)
E01004218,0.976,1.055368601017794,0.5789337755304272,0.16,Not sig,1.195883112564677,0.05,Not sig
E01004270,0.974,0.9395268030840297,0.712653622968498,0.02,HH (hotspot),1.6912247530831188,0.07,Not sig
E01032771,0.996,2.213786580355438,4.3452114849857875,0.01,HH (hotspot),4.53927572812285,0.01,Hotspot (Gi*)
E01032780,0.995,2.155865681388556,4.023408444595548,0.01,HH (hotspot),3.687492127403716,0.01,Hotspot (Gi*)
E01004217,0.967,0.5340805103158542,0.6487214650172747,0.09,Not sig,1.5473806267092118,0.04,Hotspot (Gi*)
E01004293,0.973,0.8816059041171475,1.0041774435108812,0.01,HH (hotspot),2.1373243909830584,0.01,Hotspot (Gi*)
E01004303,0.967,0.5340805103158542,0.2512141258929883,0.22,Not sig,1.2130121504706266,0.1,Not sig
E01035702,0.994,2.0979447824216737,2.052085252993901,0.02,HH (hotspot),2.8443333220576434,0.01,Hotspot (Gi*)
E01004234,0.971,0.7657641061833831,-0.07891151508177358,0.55,Not sig,0.5990917368561803,0.28,Not sig
E01004223,0.929,-1.6669136504256632,0.09936256253951818,0.45,Not sig,-1.7608941609589608,0.93,Not sig
E01004277,0.999,2.3875492772560847,3.173474360982258,0.01,HH (hotspot),3.2648180482997624,0.01,Hotspot (Gi*)
E01032764,0.979,1.2291312979184408,1.1785325954772483,0.04,HH (hotspot),2.3764453614972543,0.02,Hotspot (Gi*)
E01004460,0.966,0.47615961134897206,0.15318239483704119,0.47,Not sig,0.6555846826050554,0.25,Not sig
E01004449,0.938,-1.1456255597237297,-0.7335083311149023,0.08,Not sig,-0.4914029180038211,0.69,Not sig
E01004447,0.977,1.1132894999846763,0.3259081882411758,0.2,Not sig,1.519718434913503,0.06,Not sig
E01004446,0.975,0.9974477020509118,0.22940877295448958,0.35,Not sig,0.7654020491215439,0.1,Not sig
E01004443,0.978,1.1712103989515585,0.7883307896064203,0.1,Not sig,1.962690305954967,0.02,Hotspot (Gi*)
E01004442,0.956,-0.10304937831985,-0.053047093683989334,0.73,Not sig,0.48501763721238356,0.37,Not sig
E01004411,0.968,0.5920014092827365,0.39161277317073556,0.17,Not sig,1.1495443579511841,0.11,Not sig
E01004396,0.964,0.36031781341520763,0.150698858330956,0.52,Not sig,0.8145536184999583,0.2,Not sig
E01004376,0.972,0.8236850051502652,0.3731221015404158,0.21,Not sig,1.3645265321308044,0.05,Not sig
E01004373,0.948,-0.5664165700549076,-0.4774846210648346,0.1,Not sig,0.25946180424901494,0.42,Not sig
E01004372,0.979,1.2291312979184408,0.6445896725495306,0.06,Not sig,1.868029972261655,0.02,Hotspot (Gi*)
E01004371,0.968,0.5920014092827365,0.3733251711359179,0.13,Not sig,1.332919444149478,0.06,Not sig
E01004365,0.956,-0.10304937831985,-0.007286963518677311,0.94,Not sig,0.050385865720181465,0.54,Not sig
E01004339,0.96,0.12863421754767881,-0.006869439419001903,0.87,Not sig,0.09104938200432926,0.5,Not sig
E01004338,0.966,0.47615961134897206,-0.007698562818944714,0.98,Not sig,0.46632579640353805,0.36,Not sig
E01004337,0.944,-0.7981001659224365,-0.2297863578264505,0.3,Not sig,-0.491606610909485,0.71,Not sig
E01004334,0.933,-1.4352300545581342,-0.21232963339688404,0.17,Not sig,-1.1142688280248736,0.9,Not sig
E01004333,0.962,0.2444760154814432,0.008791548012578629,0.96,Not sig,0.29184927362846985,0.46,Not sig
E01004331,0.977,1.1132894999846763,0.10451748654476906,0.61,Not sig,1.2964421054967392,0.09,Not sig
E01004330,0.953,-0.2768120752204966,-0.09974032167027568,0.59,Not sig,0.14099048986409157,0.46,Not sig
E01034488,0.949,-0.5084956710880254,-0.05068367958164612,0.77,Not sig,-0.4847672755641022,0.71,Not sig
E01004327,0.952,-0.33473297418737885,0.0034731692470940457,0.93,Not sig,-0.32547936945358485,0.68,Not sig
E01004328,0.972,0.8236850051502652,-0.31388139233825557,0.2,Not sig,0.4161677220660626,0.36,Not sig
E01004329,0.96,0.12863421754767881,0.030383608172276012,0.81,Not sig,0.46772938607891196,0.37,Not sig
E01004332,0.972,0.8236850051502652,-0.037171651748235786,0.71,Not sig,0.6571448102182589,0.23,Not sig
E01004346,0.957,-0.04512847935296781,-0.004933772599636571,0.96,Not sig,0.19801393026009995,0.42,Not sig
E01004368,0.958,0.012792419613914401,0.004362353848904594,0.89,Not sig,0.5343189779547524,0.31,Not sig
E01004369,0.973,0.8816059041171475,0.3278709929652955,0.16,Not sig,1.236310604378906,0.09,Not sig
E01004374,0.968,0.5920014092827365,0.31617641477711295,0.25,Not sig,1.124658462014984,0.15,Not sig
E01004375,0.969,0.6499223082496186,0.3696972886667144,0.2,Not sig,1.2017549590620558,0.14,Not sig
E01004382,0.958,0.012792419613914401,0.006832181995567122,0.93,Not sig,0.47317744933878547,0.3,Not sig
E01004407,0.952,-0.33473297418737885,0.003473169247094469,0.93,Not sig,-0.23784753903624467,0.72,Not sig
E01004408,0.973,0.8816059041171475,-0.09935950809244476,0.49,Not sig,0.7351845986581625,0.28,Not sig
E01004428,0.948,-0.5664165700549076,-0.32438362207083565,0.43,Not sig,-0.09012825381533103,0.59,Not sig
E01004459,0.963,0.30239691444832545,0.1720133590641246,0.45,Not sig,0.5236883809335001,0.26,Not sig
E01004463,0.961,0.18655511651456103,0.07082094501567344,0.69,Not sig,0.5891487941134713,0.31,Not sig
E01004465,0.973,0.8816059041171475,0.3687217181660355,0.3,Not sig,1.1806996701184016,0.1,Not sig
E01004466,0.968,0.5920014092827365,0.041862384254848894,0.74,Not sig,0.6515438944426329,0.26,Not sig
E01034485,0.982,1.4028939948190873,0.7628011542271238,0.08,Not sig,2.292050828056473,0.01,Hotspot (Gi*)
E01004370,0.975,0.9974477020509118,0.2190921537446357,0.31,Not sig,1.4107741664426008,0.08,Not sig
E01004462,0.963,0.30239691444832545,0.14179980961549402,0.34,Not sig,0.8897617504754228,0.18,Not sig
E01004471,0.962,0.2444760154814432,0.020827778016213896,0.85,Not sig,0.23032032297604615,0.48,Not sig
E01004470,0.938,-1.1456255597237297,-0.08101098517896661,0.59,Not sig,-0.6752193504341409,0.89,Not sig
E01004464,0.969,0.6499223082496186,0.045958163235976075,0.66,Not sig,0.579442989137476,0.2,Not sig
E01004441,0.962,0.2444760154814432,0.1695106192375947,0.42,Not sig,0.7960827363208878,0.22,Not sig
E01004439,0.963,0.30239691444832545,0.12997711635298645,0.43,Not sig,0.8775052395607544,0.17,Not sig
E01004435,0.97,0.7078432072165008,-0.026086899720613625,0.81,Not sig,0.6671397834803612,0.26,Not sig
E01004432,0.949,-0.5084956710880254,-0.11253398500097594,0.47,Not sig,-0.23145601394036053,0.66,Not sig
E01004425,0.972,0.8236850051502652,0.2649826626891433,0.16,Not sig,1.2729105861226195,0.11,Not sig
E01004423,0.958,0.012792419613914401,0.0032509311829064576,0.91,Not sig,0.18864976472610237,0.38,Not sig
E01004421,0.974,0.9395268030840297,0.20248265073674585,0.29,Not sig,0.9830366881384413,0.09,Not sig
E01004420,0.959,0.0707133185807966,0.030940306971843065,0.81,Not sig,0.610932213750653,0.31,Not sig
E01004405,0.95,-0.4505747721211432,-0.1145043409400311,0.52,Not sig,-0.06989889064051454,0.57,Not sig
E01004397,0.974,0.9395268030840297,0.2659705939478085,0.27,Not sig,1.1197833909148684,0.1,Not sig
E01004394,0.958,0.012792419613914401,0.004905716041170351,0.97,Not sig,0.3886937006215598,0.4,Not sig
E01004378,0.951,-0.39265387315426103,-0.17332019644607463,0.39,Not sig,0.031901852255252994,0.55,Not sig
E01004367,0.941,-0.9718628628230831,-0.24885539443457533,0.3,Not sig,-0.9859771828218432,0.84,Not sig
E01004335,0.966,0.47615961134897206,-0.05366455072065497,0.72,Not sig,0.3795516777820693,0.4,Not sig
E01004393,0.951,-0.39265387315426103,-0.2381373625963902,0.4,Not sig,0.25644817276420223,0.41,Not sig
E01004404,0.982,1.4028939948190873,1.009280360943536,0.03,HH (hotspot),1.4749393850787937,0.02,Hotspot (Gi*)
E01004406,0.978,1.1712103989515585,0.46077228953413824,0.13,Not sig,1.6219665649363195,0.03,Hotspot (Gi*)
E01004414,0.945,-0.7401792669555542,0.36208733689607353,0.18,Not sig,-1.4674848243669811,0.97,Not sig
E01004426,0.965,0.4182387123820898,0.08609949245389537,0.63,Not sig,0.48445624069940496,0.33,Not sig
E01004437,0.958,0.012792419613914401,0.0048563194782371,0.89,Not sig,0.44117137803063716,0.34,Not sig
E01004458,0.964,0.36031781341520763,0.26548348249818715,0.29,Not sig,0.9822384622246989,0.13,Not sig
E01004345,0.949,-0.5084956710880254,-0.13167812715457805,0.58,Not sig,-0.06660063427964831,0.55,Not sig
E01004347,0.952,-0.33473297418737885,-0.08506552290929673,0.64,Not sig,-0.05777776114133374,0.55,Not sig
E01004454,0.957,-0.04512847935296781,0.025038742068250214,0.8,Not sig,-0.6407527904068009,0.73,Not sig
E01004456,0.942,-0.9139419638562009,-0.21284962167461477,0.23,Not sig,-0.6818842659418679,0.81,Not sig
E01004388,0.96,0.12863421754767881,0.02548749334599376,0.79,Not sig,0.36062728513933695,0.35,Not sig
E01004383,0.966,0.47615961134897206,0.14398919725669918,0.46,Not sig,0.6824767318933204,0.27,Not sig
E01004359,0.958,0.012792419613914401,-0.006356700307610758,0.95,Not sig,-0.6373717382472156,0.71,Not sig
E01004355,0.957,-0.04512847935296781,0.015759460637639885,0.86,Not sig,-0.5426304653998077,0.71,Not sig
E01004336,0.966,0.47615961134897206,0.09986184887105731,0.62,Not sig,0.7015643459065779,0.22,Not sig
E01004341,0.946,-0.682258367988672,-0.06800326233072103,0.52,Not sig,-0.6205293070897848,0.81,Not sig
E01004363,0.961,0.18655511651456103,0.05641369160849473,0.68,Not sig,0.40334321973198856,0.37,Not sig
E01004418,0.955,-0.16097027728673222,-0.04168425779381067,0.81,Not sig,-0.03282678637144667,0.55,Not sig
E01004419,0.975,0.9974477020509118,0.060903992526875506,0.68,Not sig,1.2305844861747264,0.09,Not sig
E01004451,0.938,-1.1456255597237297,0.9032646722498164,0.06,Not sig,-2.3093623884410284,0.99,Not sig
E01004457,0.969,0.6499223082496186,0.21159213438658636,0.38,Not sig,1.0415312511531125,0.15,Not sig
E01004343,0.959,0.0707133185807966,0.016117487802049444,0.85,Not sig,0.3774227479328511,0.4,Not sig
E01004357,0.944,-0.7981001659224365,0.6646998822902628,0.09,Not sig,-1.301459274865807,0.95,Not sig
E01004400,0.975,0.9974477020509118,0.4633896966339766,0.11,Not sig,1.1070485571614106,0.09,Not sig
E01004402,0.962,0.2444760154814432,0.20845136336700393,0.32,Not sig,0.8995762467880475,0.2,Not sig
E01004415,0.958,0.012792419613914401,-0.006610739774124608,0.94,Not sig,-0.4092076801812392,0.67,Not sig
E01004444,0.971,0.7657641061833831,0.06154201210267514,0.71,Not sig,0.911111530802626,0.16,Not sig
E01004445,0.95,-0.4505747721211432,-0.24499282020517427,0.27,Not sig,0.014201332334137775,0.56,Not sig
E01004452,0.934,-1.377309155591252,0.9263848659674243,0.04,LL (coldspot),-2.246083054330999,0.98,Not sig
E01004358,0.949,-0.5084956710880254,0.14496524572439676,0.39,Not sig,-0.715959645898762,0.89,Not sig
E01004360,0.929,-1.6669136504256632,0.4292387810763302,0.17,Not sig,-1.9055223931098821,0.96,Not sig
E01004413,0.932,-1.4931509535250165,0.04267373325656638,0.75,Not sig,-1.6807981868150896,0.94,Not sig
E01004340,0.954,-0.21889117625361443,-0.07162560502949783,0.67,Not sig,0.12875611480180443,0.48,Not sig
E01004348,0.975,0.9974477020509118,-0.30911874979988524,0.15,Not sig,0.838203787723865,0.19,Not sig
E01004379,0.968,0.5920014092827365,-0.01691919371420715,0.82,Not sig,0.6594380071064933,0.31,Not sig
E01004384,0.966,0.47615961134897206,-0.4194224830242628,0.17,Not sig,-0.2718504241606641,0.67,Not sig
E01004412,0.964,0.36031781341520763,0.03243591221926327,0.83,Not sig,0.5392042659222349,0.33,Not sig
E01004436,0.977,1.1132894999846763,0.4785173127115143,0.13,Not sig,1.7879329120829066,0.04,Hotspot (Gi*)
E01004361,0.949,-0.5084956710880254,0.2644583527930345,0.36,Not sig,-0.8977274658020539,0.88,Not sig
E01004430,0.971,0.7657641061833831,0.3498413573760189,0.29,Not sig,1.58207745327767,0.06,Not sig
E01004438,0.98,1.2870521968853228,0.2188069667612164,0.26,Not sig,1.5967760225388907,0.06,Not sig
E01004440,0.967,0.5340805103158542,0.2620411740403424,0.22,Not sig,1.1484563414783144,0.15,Not sig
E01004387,0.967,0.5340805103158542,-0.18496124232899058,0.41,Not sig,0.2848411524503182,0.43,Not sig
E01004424,0.965,0.4182387123820898,0.21126076384070028,0.32,Not sig,0.9649851330430579,0.17,Not sig
E01004453,0.953,-0.2768120752204966,0.14610214336825558,0.5,Not sig,-0.5721214740480678,0.82,Not sig
E01004469,0.956,-0.10304937831985,-0.01922438877919349,0.86,Not sig,-0.016612840917203907,0.57,Not sig
E01004342,0.962,0.2444760154814432,0.03144798096059823,0.77,Not sig,0.45162046229178193,0.34,Not sig
E01004389,0.94,-1.0297837617899652,0.08623657604812211,0.58,Not sig,-1.2573125957882534,0.92,Not sig
E01004392,0.965,0.4182387123820898,0.09316504809669887,0.41,Not sig,0.6303968285351313,0.28,Not sig
E01004450,0.938,-1.1456255597237297,0.9309128648742201,0.08,Not sig,-1.9591871144638597,0.98,Not sig
E01004350,0.886,-4.157512306001598,0.9444437375528357,0.06,Not sig,-4.303595444450436,1.0,Not sig
E01004354,0.962,0.2444760154814432,-0.11217762076345666,0.57,Not sig,-0.2036164183811872,0.64,Not sig
E01004364,0.949,-0.5084956710880254,-0.0022973862263880847,0.99,Not sig,-0.623468570326709,0.75,Not sig
E01004366,0.98,1.2870521968853228,-0.22208659306708614,0.34,Not sig,1.0205111542885226,0.15,Not sig
E01004390,0.94,-1.0297837617899652,0.07033097572163863,0.62,Not sig,-1.115266937527191,0.89,Not sig
E01004398,0.951,-0.39265387315426103,-0.14602875806699483,0.32,Not sig,0.023620469879222564,0.55,Not sig
E01004403,0.974,0.9395268030840297,0.17527353221771907,0.35,Not sig,1.1350000222117873,0.12,Not sig
E01004417,0.946,-0.682258367988672,0.15498562496369656,0.38,Not sig,-1.0423062532394993,0.87,Not sig
E01004434,0.961,0.18655511651456103,0.05161127380610183,0.69,Not sig,0.4081947083531963,0.37,Not sig
E01004427,0.969,0.6499223082496186,0.3094667537028561,0.25,Not sig,1.3133297515613989,0.1,Not sig
E01004409,0.952,-0.33473297418737885,-0.11414757507745438,0.61,Not sig,-0.05514457192343204,0.6,Not sig
E01004386,0.951,-0.39265387315426103,0.035914164460206864,0.74,Not sig,-0.4555579178109108,0.74,Not sig
E01004410,0.94,-1.0297837617899652,-0.09838199916998916,0.46,Not sig,-1.3574974111141642,0.91,Not sig
E01004455,0.966,0.47615961134897206,0.0060912335515683645,0.95,Not sig,0.40599372998456146,0.32,Not sig
E01004344,0.953,-0.2768120752204966,-0.0636656121265781,0.62,Not sig,0.11673945608724759,0.47,Not sig
E01004448,0.969,0.6499223082496186,0.14634238817573986,0.43,Not sig,0.917670270387738,0.19,Not sig
E01004351,0.949,-0.5084956710880254,0.4647355322461019,0.19,Not sig,-1.588401696097209,0.94,Not sig
E01004353,0.951,-0.39265387315426103,0.05751988651031257,0.7,Not sig,-0.500905093371563,0.72,Not sig
E01004385,0.948,-0.5664165700549076,0.054267955798251,0.72,Not sig,-0.4963290640810829,0.72,Not sig
E01004467,0.958,0.012792419613914401,0.004331480997071313,0.95,Not sig,0.40455643034927347,0.4,Not sig
E01004429,0.972,0.8236850051502652,0.14571122277965157,0.5,Not sig,1.1307040891936464,0.14,Not sig
E01004399,0.962,0.2444760154814432,0.07628883783688768,0.52,Not sig,0.569747815914058,0.26,Not sig
E01004377,0.966,0.47615961134897206,0.11947400370912034,0.42,Not sig,0.7473350570199058,0.25,Not sig
E01004380,0.952,-0.33473297418737885,-0.02367007944318605,0.78,Not sig,-0.3882117516807206,0.69,Not sig
E01004381,0.971,0.7657641061833831,0.09850346662489871,0.47,Not sig,0.8079450614018255,0.24,Not sig
E01004356,0.971,0.7657641061833831,-0.7386734783034644,0.03,HL (high-low),-0.1971194074575117,0.63,Not sig
E01004416,0.962,0.2444760154814432,-0.025193101409451357,0.83,Not sig,0.13056502395914815,0.52,Not sig
E01004468,0.974,0.9395268030840297,0.054344116577600736,0.68,Not sig,1.3547921236810352,0.09,Not sig
E01004349,0.953,-0.2768120752204966,0.2690233758875213,0.36,Not sig,-1.216312121686826,0.93,Not sig
E01004395,0.949,-0.5084956710880254,0.5557706138156782,0.03,LL (coldspot),-1.9852436122273276,0.95,Not sig
E01004362,0.965,0.4182387123820898,0.0416874284134164,0.65,Not sig,0.5966026123754962,0.26,Not sig
E01004401,0.98,1.2870521968853228,0.3519270029412603,0.11,Not sig,1.5941550540692304,0.08,Not sig
E01004422,0.965,0.4182387123820898,0.06833466683770398,0.46,Not sig,0.7434558761553828,0.22,Not sig
E01004352,0.958,0.012792419613914401,-0.002985384887416423,0.98,Not sig,-0.2163140134689945,0.64,Not sig
E01004391,0.962,0.2444760154814432,0.0579984883215591,0.65,Not sig,0.3829760454262303,0.32,Not sig
E01004490,0.977,1.1132894999846763,0.546224177793425,0.18,Not sig,1.0855678360408505,0.03,Hotspot (Gi*)
E01004512,0.976,1.055368601017794,0.7348099157168186,0.05,Not sig,1.859420343401814,0.02,Hotspot (Gi*)
E01004513,0.962,0.2444760154814432,0.17069064178697071,0.31,Not sig,0.7172291863079255,0.16,Not sig
E01004531,0.945,-0.7401792669555542,0.4021010621988328,0.24,Not sig,-1.6613524309419307,0.92,Not sig
E01004532,0.949,-0.5084956710880254,0.09167019797077967,0.57,Not sig,-0.960658178515003,0.84,Not sig
E01004535,0.936,-1.2614673576574877,-0.19880052820045985,0.33,Not sig,-1.2006337707300823,0.88,Not sig
E01004538,0.968,0.5920014092827365,0.590490445299377,0.14,Not sig,1.8224606257173441,0.05,Not sig
E01004541,0.939,-1.0877046607568475,-0.5284211671548366,0.11,Not sig,-0.8458233641709384,0.78,Not sig
E01004542,0.974,0.9395268030840297,0.6378285470411743,0.08,Not sig,1.859120657818024,0.02,Hotspot (Gi*)
E01004580,0.966,0.47615961134897206,0.08331409322644162,0.62,Not sig,0.485282251811854,0.37,Not sig
E01004596,0.97,0.7078432072165008,0.43271048118614186,0.2,Not sig,1.3139045659776991,0.09,Not sig
E01004599,0.97,0.7078432072165008,0.6445382081154309,0.05,Not sig,1.8570101182538283,0.02,Hotspot (Gi*)
E01004611,0.946,-0.682258367988672,-0.0976410258318776,0.57,Not sig,-0.5465182099216718,0.73,Not sig
E01004627,0.97,0.7078432072165008,0.6035392932258913,0.19,Not sig,1.3069974995036162,0.07,Not sig
E01004633,0.963,0.30239691444832545,0.01700471406680275,0.87,Not sig,0.29191105997117417,0.41,Not sig
E01004637,0.96,0.12863421754767881,0.01840941430365093,0.87,Not sig,0.28553274204564955,0.43,Not sig
E01004587,0.964,0.36031781341520763,0.1976562045811869,0.4,Not sig,0.5564300296296157,0.31,Not sig
E01004586,0.976,1.055368601017794,1.1290848585412205,0.03,HH (hotspot),1.8545185771480721,0.02,Hotspot (Gi*)
E01004584,0.959,0.0707133185807966,0.01646855457186035,0.87,Not sig,0.2877285823755086,0.43,Not sig
E01004577,0.96,0.12863421754767881,0.04336895618980722,0.74,Not sig,0.39204657342653904,0.31,Not sig
E01004566,0.943,-0.8560210648893186,-0.6059286960155343,0.18,Not sig,-0.018107104571850812,0.54,Not sig
E01004565,0.947,-0.6243374690217899,0.32952696278345384,0.29,Not sig,-1.0071781143406995,0.86,Not sig
E01004557,0.978,1.1712103989515585,1.3547744088142568,0.03,HH (hotspot),2.3223216936482216,0.01,Hotspot (Gi*)
E01004546,0.975,0.9974477020509118,0.38828470878624,0.21,Not sig,1.0059291109511628,0.07,Not sig
E01004544,0.979,1.2291312979184408,0.4072817068038785,0.27,Not sig,1.605107995094299,0.05,Not sig
E01004539,0.946,-0.682258367988672,-0.09566517493180082,0.53,Not sig,-0.6768371277081563,0.72,Not sig
E01004527,0.958,0.012792419613914401,-0.0032941134057492393,0.98,Not sig,-0.4365820491554568,0.64,Not sig
E01004521,0.968,0.5920014092827365,0.3076041013232922,0.38,Not sig,1.0179678485482133,0.14,Not sig
E01004518,0.961,0.18655511651456103,-0.02354656480134687,0.79,Not sig,0.08804547970911265,0.51,Not sig
E01004488,0.964,0.36031781341520763,0.23417858499803318,0.32,Not sig,1.0241940119210777,0.2,Not sig
E01004487,0.969,0.6499223082496186,0.3169955705733383,0.12,Not sig,0.9857166991080937,0.16,Not sig
E01004481,0.975,0.9974477020509118,0.14756359388964846,0.52,Not sig,1.296786355437133,0.07,Not sig
E01004480,0.973,0.8816059041171475,0.6751021571715864,0.09,Not sig,1.4637126532599334,0.06,Not sig
E01004478,0.964,0.36031781341520763,0.359398174998649,0.2,Not sig,1.4714383379088174,0.08,Not sig
E01004475,0.967,0.5340805103158542,0.2465739624012651,0.37,Not sig,1.0193777424607768,0.14,Not sig
E01033100,0.956,-0.10304937831985,-0.04668046687838071,0.72,Not sig,0.33653401721882586,0.36,Not sig
E01033135,0.981,1.344973095852205,1.7505260904659932,0.01,HH (hotspot),2.5232018376331626,0.01,Hotspot (Gi*)
E01035488,0.995,2.155865681388556,1.6009366852311884,0.01,HH (hotspot),2.5901016741457403,0.01,Hotspot (Gi*)
E01035495,0.977,1.1132894999846763,0.30441394535802946,0.36,Not sig,0.9893940229605445,0.15,Not sig
E01004473,0.969,0.6499223082496186,0.4385321857682667,0.11,Not sig,1.1400531112302945,0.08,Not sig
E01004482,0.956,-0.10304937831985,-0.06995844613638726,0.72,Not sig,0.3943847412610104,0.38,Not sig
E01004485,0.966,0.47615961134897206,0.17708470854593056,0.3,Not sig,0.8348669880002971,0.22,Not sig
E01004491,0.971,0.7657641061833831,0.09850346662489952,0.54,Not sig,0.9053677539831687,0.16,Not sig
E01004494,0.967,0.5340805103158542,0.1120092211412927,0.59,Not sig,0.7274362383721792,0.22,Not sig
E01004495,0.961,0.18655511651456103,0.09963545183003086,0.56,Not sig,0.5267493123932196,0.33,Not sig
E01004498,0.97,0.7078432072165008,0.402644610267146,0.17,Not sig,1.2162034021999015,0.11,Not sig
E01004508,0.972,0.8236850051502652,0.7070821332869929,0.07,Not sig,1.8999754542620768,0.04,Hotspot (Gi*)
E01004516,0.951,-0.39265387315426103,0.10219337195225905,0.5,Not sig,-0.29855716106908087,0.75,Not sig
E01004520,0.947,-0.6243374690217899,0.08241868177662673,0.56,Not sig,-0.6674359754231576,0.74,Not sig
E01004522,0.967,0.5340805103158542,0.05838955412582475,0.6,Not sig,0.5641478655498132,0.28,Not sig
E01004530,0.966,0.47615961134897206,0.331530427895677,0.18,Not sig,0.9229616810043427,0.08,Not sig
E01004540,0.963,0.30239691444832545,0.08093483318999199,0.65,Not sig,0.6368746047853855,0.32,Not sig
E01004549,0.96,0.12863421754767881,0.06683837617231239,0.68,Not sig,0.7250476627617103,0.25,Not sig
E01004550,0.954,-0.21889117625361443,-0.21833250075317076,0.24,Not sig,0.6709625987698691,0.21,Not sig
E01004555,0.978,1.1712103989515585,1.1275185855392564,0.05,Not sig,1.5041226342080736,0.02,Hotspot (Gi*)
E01004556,0.976,1.055368601017794,1.394991215329771,0.01,HH (hotspot),2.565619426360027,0.02,Hotspot (Gi*)
E01004567,0.953,-0.2768120752204966,-0.17456194146461135,0.43,Not sig,0.2794469901255128,0.37,Not sig
E01004570,0.947,-0.6243374690217899,0.05529704117831629,0.75,Not sig,-0.6853489270662837,0.77,Not sig
E01004579,0.96,0.12863421754767881,0.03765682222581125,0.78,Not sig,0.38142558435079055,0.34,Not sig
E01004588,0.976,1.055368601017794,0.9391517465493991,0.02,HH (hotspot),1.9043661872744182,0.04,Hotspot (Gi*)
E01004589,0.977,1.1132894999846763,0.17544848805915292,0.42,Not sig,1.194229986563839,0.11,Not sig
E01004591,0.945,-0.7401792669555542,0.22632648319028204,0.3,Not sig,-0.8218713799077362,0.89,Not sig
E01004598,0.98,1.2870521968853228,0.7022989381671326,0.08,Not sig,1.8120066489328233,0.04,Hotspot (Gi*)
E01004608,0.953,-0.2768120752204966,-0.3642881916573912,0.26,Not sig,0.7772742297246601,0.17,Not sig
E01004612,0.972,0.8236850051502652,-0.347277395512913,0.29,Not sig,0.439893947183798,0.36,Not sig
E01004614,0.944,-0.7981001659224365,0.08224372593519282,0.73,Not sig,-0.5551557488997109,0.79,Not sig
E01004616,0.968,0.5920014092827365,-0.12101157136774447,0.66,Not sig,0.39308477771309547,0.38,Not sig
E01004618,0.961,0.18655511651456103,0.09037364606827313,0.55,Not sig,0.7525974601304984,0.19,Not sig
E01004620,0.959,0.0707133185807966,0.039521939122776205,0.75,Not sig,0.7307084378889143,0.23,Not sig
